departure_city,departure_airport,departure_country,departure_date,departure_time,departure_landing_time,arrival_city,arrival_airport,arrival_country,return_date,return_time,return_landing_time,airline,airline_logo,flight_price,flight_seat_type,flight_id
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,10:00,14:30,Aalborg,Aalborg Airport,Denmark,26/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,1
Copenhagen,Copenhagen Airport,Denmark,08/10/2022,15:35,20:05,Aalborg,Aalborg Airport,Denmark,15/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,2
"Copenhagen,Copenhagen Airport,Denmark,02/10/2022,02:10,06:40,Aalborg,Aalborg Airport,Denmark,09/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,3"
Copenhagen,Copenhagen Airport,Denmark,01/10/2022,10:00,14:30,Aberdeen,Aberdeen International Airport,Scotland,08/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,4
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,15:35,20:05,Aberdeen,Aberdeen International Airport,Scotland,30/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,5
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,02:10,06:40,Aberdeen,Aberdeen International Airport,Scotland,02/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,6"
Copenhagen,Copenhagen Airport,Denmark,25/10/2022,10:00,14:30,Abu Dhabi ,Abu Dhabi International,United Arab Emirates,01/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,7
Copenhagen,Copenhagen Airport,Denmark,01/10/2022,15:35,20:05,Abu Dhabi ,Abu Dhabi International,United Arab Emirates,08/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,8
"Copenhagen,Copenhagen Airport,Denmark,10/10/2022,02:10,06:40,Abu Dhabi ,Abu Dhabi International,United Arab Emirates,17/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,9"
Copenhagen,Copenhagen Airport,Denmark,30/10/2022,10:00,14:30,Adelaide,Adelaide Airport,Australia,06/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,10
Copenhagen,Copenhagen Airport,Denmark,13/10/2022,15:35,20:05,Adelaide,Adelaide Airport,Australia,20/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,11
"Copenhagen,Copenhagen Airport,Denmark,06/10/2022,02:10,06:40,Adelaide,Adelaide Airport,Australia,13/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,12"
Copenhagen,Copenhagen Airport,Denmark,07/10/2022,10:00,14:30,Akita,Akita Airport,Japan,14/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,13
Copenhagen,Copenhagen Airport,Denmark,12/10/2022,15:35,20:05,Akita,Akita Airport,Japan,19/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,14
"Copenhagen,Copenhagen Airport,Denmark,27/10/2022,02:10,06:40,Akita,Akita Airport,Japan,03/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,15"
Copenhagen,Copenhagen Airport,Denmark,30/10/2022,10:00,14:30,Amsterdam,Amsterdam Airport Schiphol,Netherlands,06/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,16
Copenhagen,Copenhagen Airport,Denmark,25/10/2022,15:35,20:05,Amsterdam,Amsterdam Airport Schiphol,Netherlands,01/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,17
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Amsterdam,Amsterdam Airport Schiphol,Netherlands,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,18"
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,10:00,14:30,Antalya,Antalya Airport,Turkey,22/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,19
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,15:35,20:05,Antalya,Antalya Airport,Turkey,11/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,20
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Antalya,Antalya Airport,Turkey,05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,21"
Copenhagen,Copenhagen Airport,Denmark,22/10/2022,10:00,14:30,Bangkok,Suvarnabhumi International Airport,Thailand,29/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,22
Copenhagen,Copenhagen Airport,Denmark,17/10/2022,15:35,20:05,Bangkok,Suvarnabhumi International Airport,Thailand,24/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,23
"Copenhagen,Copenhagen Airport,Denmark,04/10/2022,02:10,06:40,Bangkok,Suvarnabhumi International Airport,Thailand,11/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,24"
Copenhagen,Copenhagen Airport,Denmark,30/10/2022,10:00,14:30,Barcelona,Barcelona El Prat Airport,Spain,06/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,25
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,15:35,20:05,Barcelona,Barcelona El Prat Airport,Spain,30/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,26
"Copenhagen,Copenhagen Airport,Denmark,06/10/2022,02:10,06:40,Barcelona,Barcelona El Prat Airport,Spain,13/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,27"
Copenhagen,Copenhagen Airport,Denmark,06/10/2022,10:00,14:30,Beijing,Beijing Nanyuan Airport,China,13/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,28
Copenhagen,Copenhagen Airport,Denmark,09/10/2022,15:35,20:05,Beijing,Beijing Nanyuan Airport,China,16/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,29
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,02:10,06:40,Beijing,Beijing Nanyuan Airport,China,02/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,30"
Copenhagen,Copenhagen Airport,Denmark,07/10/2022,10:00,14:30,Belfast,Belfast International Airport,Northern Ireland,14/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,31
Copenhagen,Copenhagen Airport,Denmark,07/10/2022,15:35,20:05,Belfast,Belfast International Airport,Northern Ireland,14/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,32
"Copenhagen,Copenhagen Airport,Denmark,22/10/2022,02:10,06:40,Belfast,Belfast International Airport,Northern Ireland,29/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,33"
Copenhagen,Copenhagen Airport,Denmark,10/10/2022,10:00,14:30,Cancun,Cancún International Airport,Mexico,17/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,34
Copenhagen,Copenhagen Airport,Denmark,16/10/2022,15:35,20:05,Cancun,Cancún International Airport,Mexico,23/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,35
"Copenhagen,Copenhagen Airport,Denmark,17/10/2022,02:10,06:40,Cancun,Cancún International Airport,Mexico,24/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,36"
Copenhagen,Copenhagen Airport,Denmark,09/10/2022,10:00,14:30,Cape Town,Cape Town International Airport,South Africa,16/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,37
Copenhagen,Copenhagen Airport,Denmark,17/10/2022,15:35,20:05,Cape Town,Cape Town International Airport,South Africa,24/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,38
"Copenhagen,Copenhagen Airport,Denmark,27/10/2022,02:10,06:40,Cape Town,Cape Town International Airport,South Africa,03/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,39"
Copenhagen,Copenhagen Airport,Denmark,10/10/2022,10:00,14:30,Casablanca,Anfa Airport,Morocco,17/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,40
Copenhagen,Copenhagen Airport,Denmark,17/10/2022,15:35,20:05,Casablanca,Anfa Airport,Morocco,24/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,41
"Copenhagen,Copenhagen Airport,Denmark,27/10/2022,02:10,06:40,Casablanca,Anfa Airport,Morocco,03/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,42"
Copenhagen,Copenhagen Airport,Denmark,10/10/2022,10:00,14:30,Chicago,Chicago O'Hare International Airport,USA,17/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,43
Copenhagen,Copenhagen Airport,Denmark,09/10/2022,15:35,20:05,Chicago,Chicago O'Hare International Airport,USA,16/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,44
"Copenhagen,Copenhagen Airport,Denmark,28/10/2022,02:10,06:40,Chicago,Chicago O'Hare International Airport,USA,04/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,45"
Copenhagen,Copenhagen Airport,Denmark,31/10/2022,10:00,14:30,Dakar,Blaise Diagne International Airport,Senegal,07/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,46
Copenhagen,Copenhagen Airport,Denmark,13/10/2022,15:35,20:05,Dakar,Blaise Diagne International Airport,Senegal,20/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,47
"Copenhagen,Copenhagen Airport,Denmark,31/10/2022,02:10,06:40,Dakar,Blaise Diagne International Airport,Senegal,07/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,48"
Copenhagen,Copenhagen Airport,Denmark,07/10/2022,10:00,14:30,Damascus ,Damascus International Airport,Syria,14/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,49
Copenhagen,Copenhagen Airport,Denmark,01/11/2022,15:35,20:05,Damascus ,Damascus International Airport,Syria,08/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,50
"Copenhagen,Copenhagen Airport,Denmark,12/10/2022,02:10,06:40,Damascus ,Damascus International Airport,Syria,19/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,51"
Copenhagen,Copenhagen Airport,Denmark,08/10/2022,10:00,14:30,David,Enrique Malek International Airport,Panama,15/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,52
Copenhagen,Copenhagen Airport,Denmark,11/10/2022,15:35,20:05,David,Enrique Malek International Airport,Panama,18/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,53
"Copenhagen,Copenhagen Airport,Denmark,30/10/2022,02:10,06:40,David,Enrique Malek International Airport,Panama,06/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,54"
Copenhagen,Copenhagen Airport,Denmark,13/10/2022,10:00,14:30,Delhi ,Indira Gandhi International Airport,India,20/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,55
Copenhagen,Copenhagen Airport,Denmark,18/10/2022,15:35,20:05,Delhi ,Indira Gandhi International Airport,India,25/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,56
"Copenhagen,Copenhagen Airport,Denmark,27/10/2022,02:10,06:40,Delhi ,Indira Gandhi International Airport,India,03/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,57"
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,10:00,14:30,Dortmund,Dortmund Airport,Germany,30/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,58
Copenhagen,Copenhagen Airport,Denmark,12/10/2022,15:35,20:05,Dortmund,Dortmund Airport,Germany,19/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,59
"Copenhagen,Copenhagen Airport,Denmark,02/10/2022,02:10,06:40,Dortmund,Dortmund Airport,Germany,09/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,60"
Copenhagen,Copenhagen Airport,Denmark,06/10/2022,10:00,14:30,Eindhoven,Eindhoven Airport,Netherlands,13/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,61
Copenhagen,Copenhagen Airport,Denmark,09/10/2022,15:35,20:05,Eindhoven,Eindhoven Airport,Netherlands,16/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,62
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,02:10,06:40,Eindhoven,Eindhoven Airport,Netherlands,02/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,63"
Copenhagen,Copenhagen Airport,Denmark,24/10/2022,10:00,14:30,El Paso,El Paso International Airport,USA,31/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,64
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,15:35,20:05,El Paso,El Paso International Airport,USA,30/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,65
"Copenhagen,Copenhagen Airport,Denmark,06/10/2022,02:10,06:40,El Paso,El Paso International Airport,USA,13/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,66"
Copenhagen,Copenhagen Airport,Denmark,20/10/2022,10:00,14:30,Fort Albany,Fort Albany Airport,Canada,27/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,67
Copenhagen,Copenhagen Airport,Denmark,05/10/2022,15:35,20:05,Fort Albany,Fort Albany Airport,Canada,12/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,68
"Copenhagen,Copenhagen Airport,Denmark,02/10/2022,02:10,06:40,Fort Albany,Fort Albany Airport,Canada,09/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,69"
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,10:00,14:30,Freeport,Grand Bahama International Airport,Bahamas,28/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,70
Copenhagen,Copenhagen Airport,Denmark,25/10/2022,15:35,20:05,Freeport,Grand Bahama International Airport,Bahamas,01/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,71
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,02:10,06:40,Freeport,Grand Bahama International Airport,Bahamas,02/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,72"
Copenhagen,Copenhagen Airport,Denmark,24/10/2022,10:00,14:30,Fukushima,Fukushima Airport,Japan,31/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,73
Copenhagen,Copenhagen Airport,Denmark,08/10/2022,15:35,20:05,Fukushima,Fukushima Airport,Japan,15/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,74
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,02:10,06:40,Fukushima,Fukushima Airport,Japan,02/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,75"
Copenhagen,Copenhagen Airport,Denmark,24/10/2022,10:00,14:30,Geneva,Geneva-Cointrin International Airport,Switzerland,31/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,76
Copenhagen,Copenhagen Airport,Denmark,14/10/2022,15:35,20:05,Geneva,Geneva-Cointrin International Airport,Switzerland,21/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,77
"Copenhagen,Copenhagen Airport,Denmark,02/10/2022,02:10,06:40,Geneva,Geneva-Cointrin International Airport,Switzerland,09/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,78"
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,10:00,14:30,Grand Cayman,Owen Roberts International,Cayman Islands,28/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,79
Copenhagen,Copenhagen Airport,Denmark,29/10/2022,15:35,20:05,Grand Cayman,Owen Roberts International,Cayman Islands,05/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,80
"Copenhagen,Copenhagen Airport,Denmark,24/10/2022,02:10,06:40,Grand Cayman,Owen Roberts International,Cayman Islands,31/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,81"
Copenhagen,Copenhagen Airport,Denmark,27/10/2022,10:00,14:30,Guam,Guam International Airport,Guam,03/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,82
Copenhagen,Copenhagen Airport,Denmark,17/10/2022,15:35,20:05,Guam,Guam International Airport,Guam,24/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,83
"Copenhagen,Copenhagen Airport,Denmark,28/10/2022,02:10,06:40,Guam,Guam International Airport,Guam,04/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,84"
Copenhagen,Copenhagen Airport,Denmark,29/10/2022,10:00,14:30,Guatemala City ,La Aurora International Airport,Guatemala,05/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,85
Copenhagen,Copenhagen Airport,Denmark,27/10/2022,15:35,20:05,Guatemala City ,La Aurora International Airport,Guatemala,03/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,86
"Copenhagen,Copenhagen Airport,Denmark,20/10/2022,02:10,06:40,Guatemala City ,La Aurora International Airport,Guatemala,27/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,87"
Copenhagen,Copenhagen Airport,Denmark,27/10/2022,10:00,14:30,Hamilton,Hamilton International Airport,New Zealand,03/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,88
Copenhagen,Copenhagen Airport,Denmark,29/10/2022,15:35,20:05,Hamilton,Hamilton International Airport,New Zealand,05/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,89
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Hamilton,Hamilton International Airport,New Zealand,05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,90"
Copenhagen,Copenhagen Airport,Denmark,02/10/2022,10:00,14:30,Havana ,José Martí International Airport,Cuba,09/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,91
Copenhagen,Copenhagen Airport,Denmark,01/11/2022,15:35,20:05,Havana ,José Martí International Airport,Cuba,08/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,92
"Copenhagen,Copenhagen Airport,Denmark,03/10/2022,02:10,06:40,Havana ,José Martí International Airport,Cuba,10/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,93"
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,10:00,14:30,Helsinki,Helsinki-Vantaa Airport,Finland,26/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,94
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,15:35,20:05,Helsinki,Helsinki-Vantaa Airport,Finland,28/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,95
"Copenhagen,Copenhagen Airport,Denmark,20/10/2022,02:10,06:40,Helsinki,Helsinki-Vantaa Airport,Finland,27/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,96"
"Copenhagen,Copenhagen Airport,Denmark,26/10/2022,10:00,14:30,Honolulu,Daniel K. Inouye International Airport,""USA, Hawaii"",02/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,97"
"Copenhagen,Copenhagen Airport,Denmark,03/10/2022,15:35,20:05,Honolulu,Daniel K. Inouye International Airport,""USA, Hawaii"",10/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,98"
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Honolulu,Daniel K. Inouye International Airport,""USA, Hawaii"",05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,99"
Copenhagen,Copenhagen Airport,Denmark,06/10/2022,10:00,14:30,Ibiza,Ibiza Airport,Spain,13/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,100
Copenhagen,Copenhagen Airport,Denmark,20/10/2022,15:35,20:05,Ibiza,Ibiza Airport,Spain,27/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,101
"Copenhagen,Copenhagen Airport,Denmark,25/10/2022,02:10,06:40,Ibiza,Ibiza Airport,Spain,01/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,102"
Copenhagen,Copenhagen Airport,Denmark,27/10/2022,10:00,14:30,Istanbul,Atatürk International Airport,Turkey,03/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,103
Copenhagen,Copenhagen Airport,Denmark,28/10/2022,15:35,20:05,Istanbul,Atatürk International Airport,Turkey,04/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,104
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Istanbul,Atatürk International Airport,Turkey,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,105"
Copenhagen,Copenhagen Airport,Denmark,18/10/2022,10:00,14:30,Jacquinot Bay,Jacquinot Bay Airport,Papua New Guinea,25/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,106
Copenhagen,Copenhagen Airport,Denmark,28/10/2022,15:35,20:05,Jacquinot Bay,Jacquinot Bay Airport,Papua New Guinea,04/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,107
"Copenhagen,Copenhagen Airport,Denmark,09/10/2022,02:10,06:40,Jacquinot Bay,Jacquinot Bay Airport,Papua New Guinea,16/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,108"
Copenhagen,Copenhagen Airport,Denmark,01/11/2022,10:00,14:30,Jumla,Jumla Airport,Nepal,08/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,109
Copenhagen,Copenhagen Airport,Denmark,01/10/2022,15:35,20:05,Jumla,Jumla Airport,Nepal,08/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,110
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Jumla,Jumla Airport,Nepal,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,111"
Copenhagen,Copenhagen Airport,Denmark,06/10/2022,10:00,14:30,Kiev ,Boryspil International Airport,Ukraine,13/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,112
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,15:35,20:05,Kiev ,Boryspil International Airport,Ukraine,22/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,113
"Copenhagen,Copenhagen Airport,Denmark,22/10/2022,02:10,06:40,Kiev ,Boryspil International Airport,Ukraine,29/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,114"
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,10:00,14:30,Kuala Lumpur ,Kuala Lumpur International Airport,Malaysia,11/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,115
Copenhagen,Copenhagen Airport,Denmark,28/10/2022,15:35,20:05,Kuala Lumpur ,Kuala Lumpur International Airport,Malaysia,04/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,116
